id,tipo_zona,frente_lote,calle,forma_lote,nombre_zona,tipo_edificio,estilo,calidad_gral,condicion_gral,año_construccion,calidad_exteriores,material_exteriores,condicion_exteriores,calidad_sotano,condicion_sotano,tipo_sotano,calefaccion,calidad_calefaccion,aire_acondicionado,baños_completos,baños_medios,recamaras_sup,calidad_cocina,cuartos_sup,tipo_garage,terminado_garage,num_coches,calidad_garage,condicion_garage,año_venta,mes_venta,tipo_venta,condicion_venta,lat,long,area_sotano_m2,area_1er_piso_m2,area_2o_piso_m2,area_habitable_sup_m2,area_garage_m2,area_lote_m2,precio_miles,valor_misc_miles,precio_m2_miles,precio_m2
719,RL,96,Pave,Reg,NoRidge,1Fam,2Story,7,5,1993,Gd,Wd Sdng,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,9,Attchd,RFn,3,TA,TA,2008,8,WD,Normal,42.050307,-93.656045,121.795833,123.096475,101.542979,224.639454,91.323649,979.383426,341,0,1.5179880200385458,1517.9880200385458
1266,FV,35,Pave,Reg,Somerst,TwnhsE,2Story,7,5,1999,Gd,MetalSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,6,Detchd,Unf,2,TA,TA,2006,3,WD,Normal,42.052191,-93.643479,64.195973,66.239839,68.655317,134.895156,47.008918,346.992705,183.9,0,1.3632809765237235,1363.2809765237234
1455,FV,62,Pave,Reg,Somerst,1Fam,1Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,6,Attchd,RFn,2,TA,TA,2009,10,WD,Normal,42.052191,-93.643479,113.434563,113.434563,0,113.434563,37.1612,696.7725,185,0,1.6308962198761237,1630.8962198761237
527,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,7,1956,TA,Wd Sdng,TA,Gd,TA,Rec,GasA,TA,Y,1,0,2,TA,4,Attchd,Unf,1,TA,TA,2007,6,WD,Normal,42.042966,-93.613556,86.213984,86.213984,0,86.213984,23.411556,1235.6099,132,0,1.531074123659568,1531.074123659568
409,RL,109,Pave,Reg,NridgHt,1Fam,2Story,7,5,2006,Gd,VinylSd,TA,Ex,Gd,Unf,GasA,Ex,Y,2,1,3,Gd,9,Attchd,RFn,3,TA,TA,2007,8,New,Partial,42.060356,-93.657107,98.755889,99.499113,102.286203,201.785316,87.979141,1314.949062,280,0,1.387613358347641,1387.613358347641
919,RL,103,Pave,IR1,SawyerW,1Fam,2Story,7,5,1991,Gd,HdBoard,TA,Ex,TA,BLQ,GasA,Ex,Y,2,1,4,Gd,8,Attchd,RFn,3,TA,TA,2007,11,WD,Normal,42.03554,-93.685131,102.56491199999999,84.727536,112.877145,197.604681,77.388199,1219.351875,238,0,1.2044249093471626,1204.4249093471626
757,RL,68,Pave,IR1,CollgCr,1Fam,2Story,8,5,2007,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2009,4,WD,Normal,42.021051,-93.685643,80.453998,80.453998,83.798506,164.252504,53.697934,1000.472407,212,0,1.290695696182507,1290.695696182507
735,RL,NA,Pave,IR1,Sawyer,1Fam,1Story,5,5,1968,TA,Plywood,TA,TA,TA,Unf,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2007,5,WD,Family,42.033611,-93.669348,88.072044,88.072044,0,88.072044,27.8709,834.083134,108,0,1.2262688032992626,1226.2688032992626
550,FV,75,Pave,Reg,Somerst,1Fam,2Story,7,5,2003,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,4,Gd,8,BuiltIn,Fin,2,TA,TA,2009,11,WD,Normal,42.052191,-93.643479,84.727536,84.727536,109.811346,194.538882,57.135345,870.965625,263,0,1.3519148321208097,1351.9148321208097
1110,RL,107,Pave,IR1,NridgHt,1Fam,1Story,8,5,2004,Gd,MetalSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,Fin,3,TA,TA,2009,3,WD,Normal,42.060356,-93.657107,170.569908,170.569908,0,170.569908,80.082386,1055.563886,280,0,1.6415556722936147,1641.5556722936146
1036,RL,NA,Pave,IR1,Edwards,1Fam,1Story,4,3,1957,TA,Wd Sdng,Gd,NA,NA,NA,GasA,Ex,N,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2009,1,WD,Normal,42.0228,-93.66304,0,78.503035,0,78.503035,26.94187,1068.3845,84,0,1.0700223246145835,1070.0223246145836
951,RL,60,Pave,Reg,NAmes,1Fam,1Story,5,8,1950,TA,VinylSd,TA,TA,TA,ALQ,GasA,Gd,Y,1,0,3,Gd,5,Detchd,RFn,2,TA,TA,2007,7,WD,Normal,42.042966,-93.613556,80.268192,80.268192,0,80.268192,66.89016,668.9016,129,0,1.6071123166695969,1607.1123166695968
417,RL,74,Pave,Reg,Sawyer,1Fam,2Story,6,7,1978,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,1,3,TA,6,Attchd,Fin,2,TA,TA,2006,3,WD,Normal,42.033611,-93.669348,62.430816,62.430816,67.633384,130.0642,40.87732,728.731132,149.5,0,1.1494323572512652,1149.4323572512653
295,RL,80,Pave,Reg,NAmes,1Fam,1Story,6,5,1953,TA,HdBoard,TA,TA,TA,GLQ,GasA,TA,Y,1,0,3,TA,7,Attchd,Fin,2,TA,TA,2009,10,WD,Normal,42.042966,-93.613556,131.550648,152.732532,0,152.732532,38.833454,891.8688,167,0,1.0934147284351967,1093.4147284351968
681,RL,50,Pave,Reg,SawyerW,TwnhsE,1Story,6,5,1980,TA,Plywood,TA,Gd,TA,BLQ,GasA,TA,Y,2,0,2,TA,5,Attchd,RFn,1,TA,TA,2010,5,WD,Normal,42.03554,-93.685131,85.749469,85.749469,0,85.749469,24.526392,744.338836,143,0,1.6676488107465715,1667.6488107465714
211,RL,67,Pave,Reg,Edwards,1Fam,1Story,5,6,1925,TA,Stucco,TA,TA,TA,Rec,GasA,TA,N,1,0,2,TA,5,NA,NA,0,NA,NA,2008,4,WD,Normal,42.0228,-93.66304,80.268192,80.268192,0,80.268192,0,520.628412,98,0,1.2209070312683759,1220.907031268376
1412,RL,80,Pave,Reg,NAmes,1Fam,1.5Fin,6,8,1950,TA,VinylSd,Gd,TA,TA,BLQ,GasA,Ex,Y,1,1,3,TA,6,Attchd,Unf,1,TA,TA,2009,9,WD,Normal,42.042966,-93.613556,79.524968,103.308136,51.654068,154.96220399999999,25.176713,891.8688,140,0,0.9034461074133924,903.4461074133924
1233,RL,70,Pave,Reg,NAmes,Duplex,1Story,4,5,1962,TA,HdBoard,TA,NA,NA,NA,GasA,TA,Y,2,0,2,TA,6,CarPort,Unf,2,TA,TA,2007,3,WD,Normal,42.042966,-93.613556,0,113.713272,0,113.713272,42.921186,914.351326,101.8,0,0.8952341112829819,895.2341112829819
848,RL,36,Pave,IR1,CollgCr,1Fam,1Story,5,6,1972,TA,HdBoard,TA,TA,TA,BLQ,GasA,Ex,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2009,8,WD,Normal,42.021051,-93.685643,80.268192,80.268192,0,80.268192,31.401214,1442.133269,133.5,0,1.6631743742278386,1663.1743742278386
1234,RL,NA,Pave,IR1,NAmes,1Fam,1Story,5,5,1959,TA,Plywood,TA,TA,TA,Rec,GasA,Fa,Y,1,0,3,TA,6,Attchd,RFn,2,TA,TA,2010,5,COD,Abnorml,42.042966,-93.613556,110.368764,110.368764,0,110.368764,49.331493,1129.70048,142,0,1.2865959067911643,1286.5959067911642
1331,RL,85,Pave,Reg,Somerst,1Fam,1Story,8,5,2006,Gd,VinylSd,TA,Gd,Gd,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2007,12,WD,Normal,42.052191,-93.643479,147.529964,147.529964,0,147.529964,76.644975,929.03,227,0,1.5386704764599548,1538.670476459955
282,FV,60,Pave,Reg,Somerst,1Fam,1Story,6,5,2006,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,2,0,2,Gd,5,Attchd,Fin,2,TA,TA,2006,5,New,Partial,42.052191,-93.643479,117.243586,117.243586,0,117.243586,53.140516,668.9016,185,0,1.5779114773920342,1577.9114773920342
1028,RL,71,Pave,IR1,Timber,1Fam,1Story,8,5,2007,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,3,TA,TA,2008,4,New,Partial,41.998132,-93.648335,152.175114,152.918338,0,152.918338,74.3224,884.43656,293.077,0,1.9165588890980492,1916.5588890980491
1424,RL,NA,Pave,IR1,Edwards,1Fam,SLvl,6,7,1966,Gd,Plywood,Gd,Gd,TA,Unf,GasA,TA,Y,2,0,4,Gd,8,Attchd,Unf,2,Gd,Gd,2006,8,WD,Alloca,42.0228,-93.66304,64.753391,146.322225,58.157278,204.479503,40.134096,1829.26007,274.97,0,1.3447313592110992,1344.7313592110993
661,RL,NA,Pave,Reg,NWAmes,1Fam,2Story,7,7,1976,TA,Plywood,TA,Gd,TA,Unf,GasA,TA,Y,2,1,3,TA,7,Attchd,RFn,2,TA,TA,2007,11,WD,Normal,42.051321,-93.633798,73.672079,106.095226,73.672079,179.767305,51.09665,1150.510752,197.9,0,1.1008675910227392,1100.8675910227391
1324,RL,50,Pave,Reg,BrkSide,1Fam,1Story,4,7,1940,Fa,VinylSd,TA,TA,TA,LwQ,GasA,Gd,Y,1,0,2,Fa,5,NA,NA,0,NA,NA,2009,12,WD,Normal,42.03359,-93.627552,39.01926,65.775324,0,65.775324,0,495.17298999999997,82.5,0,1.254269762319985,1254.269762319985
506,RM,60,Pave,Reg,OldTown,Duplex,2Story,5,5,1952,TA,Wd Sdng,TA,TA,TA,Unf,GasA,Gd,Y,2,0,4,TA,10,Detchd,Unf,2,TA,TA,2009,7,COD,Normal,42.028863,-93.615497,89.18688,89.18688,92.903,182.08988,37.1612,705.691188,124.5,0,0.6837282774858219,683.7282774858219
1238,RL,41,Pave,IR2,CollgCr,1Fam,2Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,4,Gd,8,BuiltIn,Fin,2,TA,TA,2006,9,WD,Normal,42.021051,-93.685643,78.688841,78.688841,102.286203,180.975044,40.319902,1151.346879,195,0,1.077496629866823,1077.496629866823
1453,RM,35,Pave,Reg,Edwards,TwnhsE,SLvl,5,5,2005,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,1,0,2,TA,5,Basment,Fin,2,TA,TA,2006,5,WD,Normal,42.0228,-93.66304,50.817941,99.592016,0,99.592016,48.774074999999996,341.418525,145,0,1.4559400022588156,1455.9400022588156
217,RL,65,Pave,Reg,CollgCr,1Fam,1Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,8,Attchd,Unf,2,TA,TA,2008,4,WD,Normal,42.021051,-93.685643,133.408708,133.408708,0,133.408708,44.965052,785.03035,210,0,1.5741101397968715,1574.1101397968716
1181,RL,NA,Pave,IR2,Timber,1Fam,2Story,7,5,1990,TA,MetalSd,TA,Gd,TA,LwQ,GasA,Ex,Y,2,1,4,TA,8,Attchd,Fin,2,TA,TA,2006,4,WD,Normal,41.998132,-93.648335,112.970048,120.588094,112.970048,233.558142,64.381779,1037.72651,250,0,1.070397280348291,1070.3972803482911
620,RL,85,Pave,Reg,Timber,1Fam,2Story,8,5,2003,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,10,Attchd,Fin,3,TA,TA,2008,8,WD,Normal,41.998132,-93.648335,137.682246,137.682246,72.46433999999999,210.14658599999999,69.584347,1137.504332,305,0,1.451367856149707,1451.367856149707
1262,RL,80,Pave,Reg,NAmes,1Fam,1Story,5,6,1956,TA,MetalSd,TA,TA,TA,Rec,GasA,Gd,Y,1,0,2,TA,5,Attchd,Unf,1,TA,TA,2009,6,WD,Normal,42.042966,-93.613556,97.54814999999999,97.54814999999999,0,97.54814999999999,31.401214,891.8688,128.9,0,1.321398714378489,1321.398714378489
171,RM,NA,Pave,IR1,OldTown,1Fam,1.5Fin,5,6,1941,TA,MetalSd,TA,TA,TA,Rec,GasA,TA,Y,1,1,2,TA,7,Detchd,Unf,2,TA,TA,2007,5,WD,Normal,42.028863,-93.615497,66.89016,79.339162,0,128.391946,61.315979999999996,1148.095274,128.5,0,1.0008415948458325,1000.8415948458324
998,RL,NA,Pave,IR1,NWAmes,1Fam,1Story,6,6,1970,TA,HdBoard,TA,TA,TA,Unf,GasA,TA,Y,2,0,2,TA,6,Attchd,RFn,2,TA,TA,2009,2,WD,Normal,42.051321,-93.633798,133.966126,133.966126,0,133.966126,57.135345,1088.544451,185,0,1.3809461057342212,1380.9461057342212
288,RL,NA,Pave,IR1,NAmes,1Fam,1Story,4,4,1971,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,5,NA,NA,0,NA,NA,2006,6,WD,Normal,42.042966,-93.613556,79.710774,79.710774,0,79.710774,0,754.836875,88,0,1.1039912873007607,1103.9912873007606
402,RL,65,Pave,IR1,CollgCr,1Fam,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Fin,2,TA,TA,2006,7,New,Partial,42.021051,-93.685643,121.70293,121.70293,0,121.70293,37.1612,814.480601,164.99,0,1.3556781254157153,1355.6781254157154
238,RL,NA,Pave,IR1,SawyerW,1Fam,2Story,7,7,1993,Gd,HdBoard,TA,Gd,TA,BLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2010,2,WD,Normal,42.03554,-93.685131,92.53138799999999,94.203642,67.81919,162.022832,42.456671,878.212059,194.5,0,1.2004480948709748,1200.4480948709747
773,RL,94,Pave,Reg,Edwards,1Fam,SLvl,6,5,1976,TA,Plywood,TA,TA,TA,ALQ,GasA,TA,Y,1,0,3,TA,6,Detchd,Unf,2,TA,TA,2010,3,WD,Abnorml,42.0228,-93.66304,95.597187,103.772651,0,103.772651,62.430816,726.408557,107,0,1.0311001884301867,1031.1001884301868
1006,RL,65,Pave,Reg,CollgCr,1Fam,SLvl,5,8,1977,Gd,HdBoard,TA,Gd,Gd,GLQ,GasA,TA,Y,2,0,3,TA,6,Attchd,Unf,1,TA,TA,2008,11,WD,Normal,42.021051,-93.685643,91.509455,91.509455,0,91.509455,30.472184,778.991655,149.9,0,1.638082097636796,1638.082097636796
251,RL,55,Pave,IR1,BrkSide,1Fam,1Story,3,2,1940,TA,Wd Sdng,Po,TA,TA,Unf,GasA,Ex,Y,1,0,3,Fa,6,NA,NA,0,NA,NA,2010,5,WD,Normal,42.03359,-93.627552,67.633384,121.331318,0,121.331318,0,497.03105,76.5,0.45,0.6305049781129057,630.5049781129057
921,RL,70,Pave,IR1,SawyerW,1Fam,2Story,6,5,1994,Gd,HdBoard,Gd,Gd,Gd,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2007,7,WD,Normal,42.03554,-93.685131,86.213984,86.957208,72.928855,159.886063,43.757312999999996,786.145186,201,0,1.2571452209690097,1257.1452209690096
90,RL,60,Pave,Reg,CollgCr,1Fam,1Story,4,5,1994,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,1,0,3,TA,5,NA,NA,0,NA,NA,2007,8,WD,Normal,42.021051,-93.685643,91.97397,91.97397,0,91.97397,0,749.72721,123.6,0,1.3438584851779258,1343.8584851779258
376,RL,NA,Pave,IR1,Edwards,1Fam,1Story,1,1,1922,Fa,Wd Sdng,Fa,Fa,Po,BLQ,GasA,Gd,N,0,1,1,Fa,4,NA,NA,0,NA,NA,2009,3,WD,Normal,42.0228,-93.66304,63.452749,83.984312,0,83.984312,0,930.88806,61,0,0.7263261262412913,726.3261262412914
606,RL,85,Pave,Reg,NAmes,1Fam,2Story,7,6,1965,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,2,1,3,TA,7,Attchd,Unf,2,TA,TA,2009,10,WD,Normal,42.042966,-93.613556,71.349504,110.182958,74.3224,184.505358,45.150858,1263.4808,205,0,1.1110788446588094,1111.0788446588094
1293,RM,60,Pave,Reg,OldTown,1Fam,2Story,5,4,1892,TA,Wd Sdng,TA,TA,TA,Unf,GasA,TA,N,2,0,4,TA,11,Attchd,RFn,1,TA,TA,2009,12,WD,Normal,42.028863,-93.615497,92.345582,128.020334,92.345582,220.365916,40.134096,613.1598,107.5,0,0.4878249865101643,487.8249865101643
69,RM,47,Pave,Reg,OldTown,1Fam,1Story,4,6,1945,TA,MetalSd,Gd,TA,TA,Unf,GasA,TA,Y,1,0,2,TA,4,Attchd,Unf,1,TA,TA,2010,6,WD,Normal,42.028863,-93.615497,69.398541,69.398541,0,69.398541,20.43866,428.097024,80,0,1.15276198673975,1152.76198673975
281,RL,82,Pave,Reg,SawyerW,1Fam,2Story,7,6,1989,Gd,Plywood,TA,Gd,TA,GLQ,GasA,Gd,Y,2,1,3,Gd,7,Attchd,Fin,2,TA,TA,2007,1,WD,Normal,42.03554,-93.685131,74.97272099999999,109.161025,74.97272099999999,184.133746,53.419225,1048.596161,228.5,0,1.2409458068593249,1240.9458068593249
1316,RL,85,Pave,Reg,NAmes,1Fam,2Story,6,5,1969,TA,HdBoard,TA,Fa,TA,ALQ,GasA,TA,Y,2,1,4,TA,9,Attchd,Unf,2,TA,TA,2008,6,WD,Normal,42.042966,-93.613556,88.443656,101.450076,94.76106,196.211136,53.512128,1028.900725,206.9,0,1.054476337163656,1054.4763371636561
1108,RL,168,Pave,IR3,Gilbert,1Fam,2Story,7,5,2006,Gd,VinylSd,TA,Ex,Gd,Unf,GasA,Ex,Y,2,1,3,Gd,9,BuiltIn,RFn,2,TA,TA,2006,9,New,Partial,42.027885,-93.615692,80.639804,82.404961,105.352002,187.75696299999998,39.205066,2160.645071,274.725,0,1.463194736484953,1463.194736484953
949,RL,65,Pave,IR1,CollgCr,1Fam,2Story,7,5,2002,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2006,2,WD,Normal,42.021051,-93.685643,86.957208,86.957208,78.03852,164.99572799999999,44.036022,1301.199418,192.5,0,1.1666968735093555,1166.6968735093556
861,RL,55,Pave,Reg,Crawfor,1Fam,1.5Fin,7,8,1918,Gd,Wd Sdng,TA,TA,TA,Unf,GasA,Gd,Y,1,1,3,Gd,7,Detchd,Unf,1,TA,TA,2007,6,WD,Normal,42.025949,-93.620215,84.727536,84.727536,47.752142,132.479678,20.067048,709.964726,189.95,0,1.4338048134446701,1433.8048134446701
1298,RM,35,Pave,Reg,Edwards,TwnhsE,SFoyer,6,5,2005,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,2,0,2,TA,5,Basment,Fin,2,TA,TA,2006,6,New,Partial,42.0228,-93.66304,50.817941,99.592016,0,99.592016,48.774074999999996,341.418525,140,0,1.4057351745947184,1405.7351745947185
1111,RL,NA,Pave,Reg,Gilbert,1Fam,2Story,6,5,1995,TA,HdBoard,TA,Gd,TA,GLQ,GasA,Gd,Y,2,1,3,TA,8,Attchd,Fin,2,TA,TA,2008,6,WD,Normal,42.027885,-93.615692,71.814019,71.814019,82.219155,154.033174,40.041193,743.224,188,0,1.220516302546619,1220.516302546619
514,RL,71,Pave,Reg,Mitchel,1Fam,1Story,6,5,1983,TA,VinylSd,Gd,TA,TA,ALQ,GasA,TA,Y,1,1,3,TA,5,Attchd,Unf,2,TA,TA,2007,6,WD,Normal,42.031307,-93.626967,100.706852,100.33524,0,100.33524,44.965052,853.499861,134,0,1.3355227933874478,1335.5227933874478
597,RM,60,Pave,Reg,OldTown,1Fam,2Story,6,7,1910,TA,VinylSd,TA,TA,TA,Unf,GasA,Ex,N,1,0,3,TA,7,Detchd,Unf,1,TA,Fa,2006,10,WD,Normal,42.028863,-93.615497,63.545652,63.545652,63.545652,127.091304,20.067048,334.4508,114.504,0,0.9009585738454616,900.9585738454616
854,RL,NA,Pave,IR1,NAmes,1Fam,SLvl,6,6,1964,TA,MetalSd,Gd,TA,TA,Rec,GasA,TA,Y,1,1,3,TA,7,Attchd,RFn,2,TA,TA,2009,8,WD,Normal,42.042966,-93.613556,104.701681,134.244835,0,134.244835,59.922435,1123.661785,158,0,1.1769540332780775,1176.9540332780775
284,RL,74,Pave,Reg,Somerst,1Fam,1Story,8,5,2008,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Fin,3,TA,TA,2009,12,New,Partial,42.052191,-93.643479,136.381604,136.381604,0,136.381604,83.426894,892.983636,244.6,0,1.793497017383664,1793.497017383664
774,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,5,1958,TA,Wd Sdng,TA,TA,TA,Rec,GasA,Ex,Y,1,0,2,TA,5,Attchd,RFn,1,TA,TA,2007,7,COD,Normal,42.042966,-93.613556,84.727536,84.727536,0,84.727536,25.548325,942.96545,114.5,0,1.351390650614459,1351.390650614459
924,RL,50,Pave,Reg,SawyerW,TwnhsE,1Story,6,5,1993,Gd,Plywood,TA,Gd,TA,LwQ,GasA,Ex,Y,2,0,2,Gd,5,Attchd,RFn,2,TA,TA,2008,7,WD,Normal,42.03554,-93.685131,149.016412,150.224151,0,150.224151,49.517299,744.338836,193,0,1.2847468181064974,1284.7468181064974
502,FV,75,Pave,Reg,Somerst,1Fam,2Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2008,2,WD,Normal,42.052191,-93.643479,80.453998,80.453998,83.798506,164.252504,56.020509,910.728109,226.7,0,1.3801920487008223,1380.1920487008224
396,RL,68,Pave,Reg,Edwards,1Fam,1Story,5,6,1956,TA,Wd Sdng,TA,TA,TA,BLQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2010,6,WD,Normal,42.0228,-93.66304,106.281032,106.281032,0,106.281032,55.370188,889.174613,129,0,1.2137631482539613,1213.7631482539612
806,RL,91,Pave,IR1,Somerst,1Fam,1Story,7,5,2008,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Ex,6,Attchd,RFn,2,TA,TA,2008,7,New,Partial,42.052191,-93.643479,131.643551,132.665484,0,132.665484,51.468262,1140.291422,227.68,0,1.7161962036787204,1716.1962036787204
665,RL,49,Pave,IR2,Somerst,1Fam,1Story,8,5,2005,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,1,1,1,Ex,8,Attchd,Fin,3,TA,TA,2006,1,New,Partial,42.052191,-93.643479,192.959531,194.817591,0,194.817591,105.352002,1941.301088,423,0,2.1712618343586847,2171.2618343586846
412,RL,100,Pave,Reg,Gilbert,2fmCon,1Story,5,5,1955,TA,Wd Sdng,TA,TA,TA,Rec,GasA,TA,N,1,0,3,TA,5,Attchd,Fin,2,TA,TA,2006,1,WD,Normal,42.027885,-93.615692,98.105568,98.105568,0,98.105568,53.140516,3219.08895,145,0,1.4779996992627369,1477.9996992627368
986,RL,68,Pave,Reg,Edwards,2fmCon,1Story,5,5,1950,TA,MetalSd,TA,TA,TA,ALQ,GasW,TA,N,1,0,3,TA,5,Detchd,Unf,1,TA,TA,2008,8,ConLD,Normal,42.0228,-93.66304,108.139092,108.139092,0,108.139092,22.29672,1010.78464,125,0,1.155918712541067,1155.918712541067
1290,RL,86,Pave,IR1,NridgHt,1Fam,2Story,8,5,2006,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Ex,8,BuiltIn,Fin,3,TA,TA,2006,10,New,Partial,42.060356,-93.657107,100.799755,104.05136,78.96755,183.01891,69.955958999999993,1027.971695,281,0,1.5353604717676441,1535.3604717676442
1365,FV,30,Pave,Reg,Somerst,TwnhsE,2Story,7,5,2005,Gd,MetalSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,2,Gd,4,Detchd,RFn,2,TA,TA,2006,4,WD,Abnorml,42.052191,-93.643479,55.7418,48.30956,55.7418,111.4836,44.59344,295.43154,144.152,0,1.2930332353817062,1293.0332353817062
526,FV,62,Pave,Reg,Somerst,1Fam,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,6,Attchd,Unf,2,TA,TA,2006,4,WD,Normal,42.052191,-93.643479,116.779071,117.61519799999999,0,117.61519799999999,42.085059,696.7725,176,0,1.496405251981126,1496.405251981126
20,RL,70,Pave,Reg,NAmes,1Fam,1Story,5,6,1958,TA,BrkFace,TA,TA,TA,LwQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2009,5,COD,Abnorml,42.042966,-93.613556,95.597187,124.397117,0,124.397117,27.313482,702.34668,139,0,1.1173892398165466,1117.3892398165465
1080,RL,65,Pave,Reg,CollgCr,1Fam,1Story,5,5,1994,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Gd,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2007,4,WD,Normal,42.021051,-93.685643,91.97397,91.97397,0,91.97397,27.777997,815.223825,126,0,1.369952824695944,1369.952824695944
202,RL,75,Pave,Reg,Mitchel,1Fam,1Story,6,6,1977,TA,Plywood,TA,TA,TA,ALQ,GasA,TA,Y,2,0,3,TA,6,Detchd,Unf,2,TA,TA,2008,2,WD,Normal,42.031307,-93.626967,111.111988,118.822937,0,118.822937,43.943119,940.642875,171.5,0,1.4433240275823178,1443.3240275823177
948,RL,85,Pave,Reg,Timber,1Fam,1Story,8,5,2002,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,9,Attchd,Fin,3,TA,TA,2007,11,WD,Normal,41.998132,-93.648335,150.131248,151.338987,0,151.338987,75.065624,1350.438008,270,0,1.7840743178755385,1784.0743178755386
1070,RL,60,Pave,Reg,NAmes,1Fam,1.5Unf,5,7,1949,TA,MetalSd,TA,TA,TA,ALQ,GasA,TA,Y,1,0,2,Gd,4,Detchd,Unf,2,TA,TA,2007,5,WD,Normal,42.042966,-93.613556,78.503035,82.962379,0,82.962379,53.512128,891.8688,135,0,1.6272435967632992,1627.2435967632991
169,RL,62,Pave,IR1,Gilbert,1Fam,2Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,7,Attchd,Fin,2,TA,TA,2007,5,WD,Normal,42.027885,-93.615692,78.03852,78.03852,81.75464,159.79316,40.87732,765.892332,183.5,0,1.1483595417976589,1148.359541797659
1452,RL,78,Pave,Reg,Somerst,1Fam,1Story,8,5,2008,Gd,CemntBd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Ex,7,Attchd,Fin,3,TA,TA,2009,5,New,Partial,42.052191,-93.643479,146.136419,146.600934,0,146.600934,78.03852,860.467586,287.09,0,1.9583094879873002,1958.3094879873001
624,FV,NA,Pave,Reg,Somerst,TwnhsE,2Story,6,5,2000,Gd,MetalSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,2,Gd,4,Detchd,Unf,2,TA,TA,2007,6,WD,Normal,42.052191,-93.643479,70.234668,70.234668,70.234668,140.469336,40.87732,196.675651,168.5,0,1.1995500569604742,1199.5500569604742
825,FV,81,Pave,Reg,Somerst,1Fam,1Story,8,5,2006,Gd,VinylSd,TA,Gd,Gd,Unf,GasA,Ex,Y,2,0,3,Gd,7,Attchd,RFn,2,TA,TA,2006,6,New,Partial,42.052191,-93.643479,138.332567,138.332567,0,138.332567,72.092728,1042.000048,232.6,0,1.681455097988603,1681.455097988603
